,first_top_up_date,second_top_up_date,segment,survival_in_days,status
7144,2022-02-22,2022-03-27,fast,33.0,True
8266,2022-03-27,,fast,4.0,False
231,2022-01-26,2022-02-10,regular,15.0,True
472,2022-02-22,2022-03-16,regular,22.0,True
2602,2022-01-25,,regular,65.0,False
4251,2022-03-05,2022-03-31,regular,26.0,True
8319,2022-03-01,2022-03-25,fast,24.0,True
880,2022-01-02,2022-02-17,regular,46.0,True
1884,2022-02-13,2022-03-09,regular,24.0,True
9497,2022-03-18,,chunk,13.0,False
6539,2022-03-23,,regular,8.0,False
4739,2022-03-05,,regular,26.0,False
3186,2022-02-11,2022-03-15,regular,32.0,True
8404,2022-03-05,,fast,26.0,False
4911,2022-02-05,2022-03-06,regular,29.0,True
6527,2022-03-08,2022-03-28,regular,20.0,True
6058,2022-02-15,2022-03-21,regular,34.0,True
4666,2022-03-21,,regular,10.0,False
36,2022-02-25,,regular,34.0,False
9225,2022-03-29,,chunk,2.0,False
8541,2022-02-02,2022-02-10,fast,8.0,True
9072,2022-01-09,2022-03-07,chunk,57.0,True
4206,2022-01-18,2022-02-17,regular,30.0,True
5051,2022-01-16,,regular,74.0,False
9083,2022-03-30,,chunk,1.0,False
7211,2022-03-13,,fast,18.0,False
7726,2022-01-08,,fast,82.0,False
2915,2022-03-25,,regular,6.0,False
4330,2022-02-26,2022-03-30,regular,32.0,True
9094,2022-01-07,2022-03-04,chunk,56.0,True
3155,2022-02-10,2022-03-12,regular,30.0,True
1369,2022-01-01,2022-01-30,regular,29.0,True
158,2022-02-15,2022-03-18,regular,31.0,True
5313,2022-02-11,2022-03-14,regular,31.0,True
9394,2022-03-01,,chunk,30.0,False
7450,2022-01-24,2022-02-10,fast,17.0,True
5705,2022-01-26,,regular,64.0,False
867,2022-01-31,,regular,59.0,False
2538,2022-02-26,2022-03-24,regular,26.0,True
4797,2022-01-30,2022-02-26,regular,27.0,True
729,2022-01-10,,regular,80.0,False
2907,2022-02-07,2022-03-03,regular,24.0,True
5807,2022-02-17,2022-03-19,regular,30.0,True
8958,2022-01-28,2022-02-20,fast,23.0,True
5220,2022-03-25,,regular,6.0,False
3542,2022-02-11,,regular,48.0,False
7121,2022-03-17,,fast,14.0,False
7215,2022-02-16,2022-03-16,fast,28.0,True
1823,2022-03-01,,regular,30.0,False
3056,2022-02-13,,regular,46.0,False
8556,2022-03-25,,fast,6.0,False
6197,2022-01-24,2022-02-23,regular,30.0,True
7953,2022-01-30,,fast,60.0,False
6159,2022-01-27,2022-02-27,regular,31.0,True
2767,2022-02-23,2022-03-24,regular,29.0,True
5010,2022-03-11,,regular,20.0,False
3715,2022-03-07,,regular,24.0,False
9530,2022-03-29,,chunk,2.0,False
13,2022-02-04,,regular,55.0,False
2933,2022-03-09,2022-03-30,regular,21.0,True
1288,2022-02-04,2022-03-11,regular,35.0,True
7835,2022-03-03,,fast,28.0,False
7564,2022-02-15,,fast,44.0,False
3194,2022-01-26,2022-03-01,regular,34.0,True
3493,2022-03-05,,regular,26.0,False
9347,2022-03-26,,chunk,5.0,False
7659,2022-02-22,2022-03-08,fast,14.0,True
5597,2022-03-25,,regular,6.0,False
418,2022-01-31,2022-02-21,regular,21.0,True
8771,2022-01-31,2022-02-08,fast,8.0,True
6862,2022-03-19,,regular,12.0,False
2237,2022-03-11,,regular,20.0,False
9521,2022-02-26,,chunk,33.0,False
4383,2022-01-20,2022-02-21,regular,32.0,True
4625,2022-02-21,,regular,38.0,False
2824,2022-01-25,2022-03-01,regular,35.0,True
3737,2022-02-26,,regular,33.0,False
8701,2022-01-05,2022-01-27,fast,22.0,True
3286,2022-01-31,2022-03-03,regular,31.0,True
8367,2022-01-31,2022-02-11,fast,11.0,True
9809,2022-02-15,,chunk,44.0,False
2359,2022-01-28,2022-03-09,regular,40.0,True
29,2022-01-17,2022-02-20,regular,34.0,True
4326,2022-02-17,2022-03-19,regular,30.0,True
7971,2022-03-16,,fast,15.0,False
6881,2022-03-15,,regular,16.0,False
3170,2022-01-23,,regular,67.0,False
1627,2022-03-05,,regular,26.0,False
9046,2022-02-04,,chunk,55.0,False
4146,2022-02-05,2022-03-03,regular,26.0,True
4611,2022-01-26,2022-03-07,regular,40.0,True
7654,2022-02-15,2022-02-18,fast,3.0,True
3638,2022-01-09,,regular,81.0,False
1138,2022-02-08,2022-02-28,regular,20.0,True
776,2022-03-25,,regular,6.0,False
717,2022-02-21,2022-03-23,regular,30.0,True
69,2022-03-24,,regular,7.0,False
1960,2022-03-04,,regular,27.0,False
4428,2022-03-08,,regular,23.0,False
1108,2022-02-02,2022-02-26,regular,24.0,True
7048,2022-02-06,2022-02-09,fast,3.0,True
1159,2022-02-12,,regular,47.0,False
3947,2022-01-18,2022-02-01,regular,14.0,True
1212,2022-03-18,,regular,13.0,False
6107,2022-01-29,2022-03-08,regular,38.0,True
587,2022-03-30,,regular,1.0,False
6833,2022-01-21,,regular,69.0,False
8624,2022-01-18,2022-02-12,fast,25.0,True
5427,2022-01-04,,regular,86.0,False
2782,2022-03-08,2022-03-24,regular,16.0,True
8170,2022-02-28,2022-03-24,fast,24.0,True
1946,2022-03-14,,regular,17.0,False
5986,2022-03-02,,regular,29.0,False
2274,2022-03-15,,regular,16.0,False
1841,2022-02-18,,regular,41.0,False
2928,2022-03-23,,regular,8.0,False
2663,2022-01-25,,regular,65.0,False
8578,2022-01-31,,fast,59.0,False
5433,2022-01-24,2022-02-19,regular,26.0,True
4389,2022-03-23,,regular,8.0,False
2038,2022-03-18,,regular,13.0,False
1874,2022-02-08,2022-03-14,regular,34.0,True
9672,2022-01-20,2022-03-15,chunk,54.0,True
871,2022-01-10,2022-02-06,regular,27.0,True
618,2022-03-27,,regular,4.0,False
2513,2022-02-08,,regular,51.0,False
424,2022-01-02,2022-02-02,regular,31.0,True
2253,2022-03-07,,regular,24.0,False
6142,2022-03-11,,regular,20.0,False
7952,2022-03-24,,fast,7.0,False
6121,2022-01-04,,regular,86.0,False
2523,2022-03-19,,regular,12.0,False
5652,2022-01-19,2022-02-17,regular,29.0,True
8416,2022-02-10,2022-03-26,fast,44.0,True
9113,2022-01-19,,chunk,71.0,False
8084,2022-01-23,,fast,67.0,False
3453,2022-02-14,,regular,45.0,False
983,2022-01-19,,regular,71.0,False
9665,2022-01-18,2022-03-19,chunk,60.0,True
5073,2022-02-20,,regular,39.0,False
8847,2022-02-10,,fast,49.0,False
3105,2022-02-02,2022-02-27,regular,25.0,True
7898,2022-01-29,,fast,61.0,False
3367,2022-02-01,2022-03-01,regular,28.0,True
7035,2022-03-16,2022-03-31,fast,15.0,True
1854,2022-03-05,2022-03-28,regular,23.0,True
3251,2022-03-04,2022-03-27,regular,23.0,True
1495,2022-01-19,2022-02-26,regular,38.0,True
9036,2022-01-10,2022-03-13,chunk,62.0,True
5038,2022-01-09,2022-02-01,regular,23.0,True
8530,2022-03-25,,fast,6.0,False
5134,2022-01-13,,regular,77.0,False
7002,2022-03-05,,fast,26.0,False
8613,2022-03-01,,fast,30.0,False
8590,2022-03-25,2022-03-30,fast,5.0,True
4627,2022-03-09,2022-03-27,regular,18.0,True
728,2022-02-14,2022-03-21,regular,35.0,True
772,2022-01-07,,regular,83.0,False
5629,2022-02-17,2022-03-26,regular,37.0,True
7770,2022-03-22,,fast,9.0,False
4,2022-02-22,2022-03-21,regular,27.0,True
1649,2022-02-12,2022-03-06,regular,22.0,True
7008,2022-02-05,2022-03-01,fast,24.0,True
913,2022-01-02,2022-01-29,regular,27.0,True
1382,2022-01-22,2022-02-06,regular,15.0,True
154,2022-02-27,,regular,32.0,False
9564,2022-03-28,,chunk,3.0,False
2394,2022-03-03,,regular,28.0,False
2983,2022-02-11,2022-03-08,regular,25.0,True
9800,2022-03-12,,chunk,19.0,False
5955,2022-02-10,2022-03-07,regular,25.0,True
4378,2022-02-20,,regular,39.0,False
128,2022-03-01,2022-03-28,regular,27.0,True
7279,2022-01-01,,fast,89.0,False
547,2022-03-17,2022-03-28,regular,11.0,True
7594,2022-01-27,2022-02-03,fast,7.0,True
5377,2022-03-13,,regular,18.0,False
5910,2022-01-30,2022-02-24,regular,25.0,True
3114,2022-01-11,2022-02-13,regular,33.0,True
8773,2022-01-28,,fast,62.0,False
4344,2022-02-18,,regular,41.0,False
2495,2022-01-22,,regular,68.0,False
7100,2022-01-02,,fast,88.0,False
736,2022-01-22,2022-02-20,regular,29.0,True
532,2022-02-06,,regular,53.0,False
5804,2022-03-20,,regular,11.0,False
9220,2022-02-01,,chunk,58.0,False
9642,2022-03-14,,chunk,17.0,False
7005,2022-02-14,,fast,45.0,False
1149,2022-03-29,,regular,2.0,False
4106,2022-03-06,,regular,25.0,False
3164,2022-02-19,2022-03-20,regular,29.0,True
1772,2022-03-03,,regular,28.0,False
6240,2022-03-08,,regular,23.0,False
3907,2022-02-02,2022-03-07,regular,33.0,True
5157,2022-02-15,2022-03-23,regular,36.0,True
4230,2022-01-05,2022-02-04,regular,30.0,True
3120,2022-02-14,2022-03-14,regular,28.0,True
7552,2022-01-05,2022-02-16,fast,42.0,True
781,2022-01-04,2022-02-05,regular,32.0,True
4243,2022-03-16,,regular,15.0,False
1472,2022-01-08,,regular,82.0,False
3491,2022-01-15,2022-02-07,regular,23.0,True
3076,2022-01-10,2022-02-10,regular,31.0,True
1698,2022-01-29,2022-02-18,regular,20.0,True
2674,2022-02-25,2022-03-31,regular,34.0,True
1006,2022-01-03,2022-01-23,regular,20.0,True
3360,2022-02-20,2022-03-31,regular,39.0,True
7029,2022-01-05,2022-02-04,fast,30.0,True
2689,2022-02-16,2022-03-08,regular,20.0,True
3765,2022-01-31,2022-03-06,regular,34.0,True
2318,2022-01-04,2022-02-02,regular,29.0,True
9318,2022-03-19,,chunk,12.0,False
8686,2022-01-22,2022-01-30,fast,8.0,True
3290,2022-03-04,,regular,27.0,False
4257,2022-03-02,,regular,29.0,False
4253,2022-02-25,2022-03-23,regular,26.0,True
8204,2022-03-05,2022-03-10,fast,5.0,True
1082,2022-01-05,2022-01-25,regular,20.0,True
904,2022-02-28,,regular,31.0,False
3048,2022-01-10,,regular,80.0,False
2738,2022-02-10,2022-02-28,regular,18.0,True
2529,2022-03-07,,regular,24.0,False
2703,2022-03-25,,regular,6.0,False
9693,2022-03-23,,chunk,8.0,False
6770,2022-03-05,,regular,26.0,False
4862,2022-01-02,,regular,88.0,False
1565,2022-02-14,2022-03-22,regular,36.0,True
202,2022-01-11,,regular,79.0,False
7567,2022-02-24,2022-03-24,fast,28.0,True
9185,2022-03-09,,chunk,22.0,False
7463,2022-03-26,,fast,5.0,False
7139,2022-01-14,2022-02-21,fast,38.0,True
1544,2022-02-02,2022-02-24,regular,22.0,True
9503,2022-01-31,,chunk,59.0,False
2571,2022-01-16,,regular,74.0,False
4719,2022-02-22,,regular,37.0,False
3723,2022-01-14,,regular,76.0,False
9563,2022-02-14,,chunk,45.0,False
8307,2022-03-11,2022-03-26,fast,15.0,True
3804,2022-01-27,2022-02-21,regular,25.0,True
3419,2022-01-15,,regular,75.0,False
8637,2022-02-14,,fast,45.0,False
2015,2022-03-24,,regular,7.0,False
4133,2022-02-01,,regular,58.0,False
8988,2022-01-22,2022-02-24,fast,33.0,True
550,2022-02-05,2022-03-07,regular,30.0,True
4654,2022-03-24,,regular,7.0,False
7462,2022-02-09,2022-03-15,fast,34.0,True
2133,2022-03-05,,regular,26.0,False
1774,2022-01-13,,regular,77.0,False
5773,2022-01-08,,regular,82.0,False
5745,2022-03-13,,regular,18.0,False
1602,2022-02-16,2022-03-13,regular,25.0,True
5608,2022-03-25,,regular,6.0,False
3178,2022-03-03,2022-03-27,regular,24.0,True
1151,2022-03-06,2022-03-25,regular,19.0,True
2039,2022-02-27,,regular,32.0,False
7225,2022-03-28,,fast,3.0,False
4725,2022-02-27,,regular,32.0,False
6277,2022-01-30,2022-03-04,regular,33.0,True
2806,2022-03-19,,regular,12.0,False
5015,2022-01-18,2022-02-08,regular,21.0,True
7220,2022-02-13,2022-02-18,fast,5.0,True
7004,2022-01-30,2022-02-27,fast,28.0,True
7488,2022-02-10,,fast,49.0,False
544,2022-01-31,,regular,59.0,False
6480,2022-03-25,,regular,6.0,False
5089,2022-02-10,,regular,49.0,False
2066,2022-02-25,2022-03-27,regular,30.0,True
7474,2022-02-02,2022-02-24,fast,22.0,True
3184,2022-02-12,2022-03-20,regular,36.0,True
8167,2022-03-18,,fast,13.0,False
3625,2022-02-22,2022-03-14,regular,20.0,True
1825,2022-01-31,2022-03-05,regular,33.0,True
7745,2022-02-13,2022-03-21,fast,36.0,True
9402,2022-01-20,2022-03-18,chunk,57.0,True
917,2022-02-23,2022-03-20,regular,25.0,True
6445,2022-02-23,2022-03-21,regular,26.0,True
5714,2022-01-16,2022-02-11,regular,26.0,True
5461,2022-02-22,2022-03-20,regular,26.0,True
7866,2022-01-19,,fast,71.0,False
764,2022-03-17,,regular,14.0,False
5899,2022-01-04,2022-02-06,regular,33.0,True
438,2022-03-13,,regular,18.0,False
2123,2022-03-23,,regular,8.0,False
712,2022-03-14,,regular,17.0,False
6209,2022-03-10,,regular,21.0,False
1419,2022-01-03,2022-02-10,regular,38.0,True
1345,2022-01-27,2022-02-22,regular,26.0,True
1684,2022-02-10,2022-03-19,regular,37.0,True
3050,2022-02-12,2022-03-17,regular,33.0,True
9873,2022-01-11,2022-03-11,chunk,59.0,True
398,2022-02-25,,regular,34.0,False
6050,2022-03-23,,regular,8.0,False
8121,2022-03-12,,fast,19.0,False
7362,2022-03-05,2022-03-16,fast,11.0,True
993,2022-02-03,2022-03-14,regular,39.0,True
9628,2022-03-23,,chunk,8.0,False
8840,2022-02-09,2022-02-23,fast,14.0,True
9579,2022-01-17,,chunk,73.0,False
1512,2022-02-21,2022-03-20,regular,27.0,True
3069,2022-03-27,,regular,4.0,False
3937,2022-01-30,2022-02-23,regular,24.0,True
1055,2022-03-11,2022-03-30,regular,19.0,True
8243,2022-02-01,2022-02-15,fast,14.0,True
6510,2022-01-01,2022-02-12,regular,42.0,True
8864,2022-02-17,2022-03-09,fast,20.0,True
6253,2022-01-13,,regular,77.0,False
1658,2022-01-25,,regular,65.0,False
9513,2022-02-25,,chunk,34.0,False
6414,2022-03-07,,regular,24.0,False
557,2022-03-30,,regular,1.0,False
9028,2022-03-22,,chunk,9.0,False
8366,2022-01-26,2022-02-09,fast,14.0,True
3853,2022-02-28,,regular,31.0,False
2772,2022-01-08,2022-01-26,regular,18.0,True
566,2022-03-12,,regular,19.0,False
3387,2022-02-10,2022-03-04,regular,22.0,True
2855,2022-03-09,,regular,22.0,False
119,2022-03-30,,regular,1.0,False
7568,2022-03-28,,fast,3.0,False
7832,2022-03-23,,fast,8.0,False
9826,2022-02-07,,chunk,52.0,False
667,2022-01-11,2022-02-10,regular,30.0,True
334,2022-02-03,2022-02-26,regular,23.0,True
4386,2022-03-30,,regular,1.0,False
8132,2022-03-30,,fast,1.0,False
1585,2022-02-27,2022-03-18,regular,19.0,True
7345,2022-03-07,2022-03-27,fast,20.0,True
2651,2022-02-01,,regular,58.0,False
6947,2022-02-06,2022-03-12,regular,34.0,True
4019,2022-03-21,,regular,10.0,False
6633,2022-01-11,2022-02-02,regular,22.0,True
3439,2022-02-27,2022-03-20,regular,21.0,True
6366,2022-01-01,,regular,89.0,False
1948,2022-02-19,,regular,40.0,False
9102,2022-01-01,,chunk,89.0,False
8599,2022-01-04,,fast,86.0,False
1127,2022-03-11,,regular,20.0,False
7059,2022-01-24,,fast,66.0,False
2269,2022-01-24,2022-02-12,regular,19.0,True
257,2022-03-10,2022-03-29,regular,19.0,True
6640,2022-01-12,2022-02-02,regular,21.0,True
5896,2022-03-16,,regular,15.0,False
8208,2022-03-23,,fast,8.0,False
2020,2022-03-11,,regular,20.0,False
7944,2022-02-22,2022-03-12,fast,18.0,True
6846,2022-02-25,2022-03-26,regular,29.0,True
4267,2022-03-13,,regular,18.0,False
4820,2022-01-18,2022-02-17,regular,30.0,True
4309,2022-03-22,,regular,9.0,False
3687,2022-01-21,,regular,69.0,False
4448,2022-03-27,,regular,4.0,False
7040,2022-03-11,,fast,20.0,False
6702,2022-01-03,2022-02-10,regular,38.0,True
8751,2022-02-17,2022-02-26,fast,9.0,True
199,2022-03-03,2022-03-30,regular,27.0,True
651,2022-01-23,2022-02-12,regular,20.0,True
4857,2022-01-24,,regular,66.0,False
4754,2022-01-07,2022-02-03,regular,27.0,True
8147,2022-03-19,,fast,12.0,False
8092,2022-03-30,,fast,1.0,False
2329,2022-02-28,,regular,31.0,False
9823,2022-03-13,,chunk,18.0,False
1604,2022-03-04,2022-03-23,regular,19.0,True
2619,2022-01-04,2022-02-04,regular,31.0,True
480,2022-01-08,2022-02-05,regular,28.0,True
4793,2022-01-30,2022-02-26,regular,27.0,True
1097,2022-03-29,,regular,2.0,False
2425,2022-01-10,2022-02-04,regular,25.0,True
339,2022-01-29,2022-03-04,regular,34.0,True
1331,2022-02-12,2022-03-19,regular,35.0,True
482,2022-02-01,2022-03-11,regular,38.0,True
8687,2022-01-07,2022-01-15,fast,8.0,True
3689,2022-03-05,,regular,26.0,False
3014,2022-02-03,2022-03-14,regular,39.0,True
4256,2022-02-09,2022-03-10,regular,29.0,True
4255,2022-02-08,2022-03-19,regular,39.0,True
4583,2022-02-23,,regular,36.0,False
7827,2022-02-22,2022-03-17,fast,23.0,True
2682,2022-01-27,,regular,63.0,False
1343,2022-03-06,,regular,25.0,False
1892,2022-01-26,,regular,64.0,False
4521,2022-02-10,,regular,49.0,False
3431,2022-03-07,,regular,24.0,False
4524,2022-02-18,2022-03-13,regular,23.0,True
4745,2022-01-23,2022-02-11,regular,19.0,True
182,2022-03-24,,regular,7.0,False
3035,2022-03-27,,regular,4.0,False
625,2022-02-22,,regular,37.0,False
2119,2022-02-20,,regular,39.0,False
7585,2022-03-06,2022-03-26,fast,20.0,True
6801,2022-01-27,,regular,63.0,False
1681,2022-02-14,2022-03-17,regular,31.0,True
859,2022-03-14,,regular,17.0,False
842,2022-01-13,2022-02-14,regular,32.0,True
1164,2022-02-20,2022-03-08,regular,16.0,True
2603,2022-01-02,2022-01-29,regular,27.0,True
5108,2022-02-22,2022-03-30,regular,36.0,True
6274,2022-01-20,2022-02-21,regular,32.0,True
380,2022-01-18,2022-02-08,regular,21.0,True
2461,2022-03-02,,regular,29.0,False
9880,2022-03-09,,chunk,22.0,False
4332,2022-01-14,2022-02-13,regular,30.0,True
9696,2022-02-09,,chunk,50.0,False
1694,2022-03-15,,regular,16.0,False
750,2022-02-22,,regular,37.0,False
6236,2022-01-25,2022-02-13,regular,19.0,True
312,2022-03-26,,regular,5.0,False
8052,2022-01-27,2022-02-17,fast,21.0,True
9875,2022-01-19,2022-03-18,chunk,58.0,True
1952,2022-03-13,2022-03-22,regular,9.0,True
8722,2022-03-09,,fast,22.0,False
6086,2022-03-28,,regular,3.0,False
1378,2022-01-23,2022-02-15,regular,23.0,True
8375,2022-03-28,,fast,3.0,False
1635,2022-03-17,,regular,14.0,False
7089,2022-01-07,,fast,83.0,False
7799,2022-01-10,,fast,80.0,False
4532,2022-02-08,2022-03-13,regular,33.0,True
1802,2022-01-20,,regular,70.0,False
1377,2022-01-05,,regular,85.0,False
7348,2022-03-03,,fast,28.0,False
8140,2022-02-09,2022-03-10,fast,29.0,True
4274,2022-02-06,2022-02-28,regular,22.0,True
845,2022-03-22,,regular,9.0,False
4665,2022-01-14,2022-02-08,regular,25.0,True
3693,2022-01-26,,regular,64.0,False
4569,2022-01-11,2022-02-12,regular,32.0,True
9340,2022-02-02,,chunk,57.0,False
3875,2022-03-17,,regular,14.0,False
5546,2022-03-22,,regular,9.0,False
288,2022-02-10,2022-03-12,regular,30.0,True
6649,2022-02-24,2022-03-20,regular,24.0,True
4125,2022-01-22,,regular,68.0,False
5507,2022-01-03,2022-02-03,regular,31.0,True
1735,2022-02-25,2022-03-27,regular,30.0,True
3188,2022-01-22,2022-02-26,regular,35.0,True
6338,2022-01-22,2022-02-04,regular,13.0,True
2709,2022-01-08,2022-01-31,regular,23.0,True
6196,2022-03-22,,regular,9.0,False
3996,2022-02-26,2022-03-10,regular,12.0,True
2111,2022-03-10,,regular,21.0,False
848,2022-01-12,2022-02-08,regular,27.0,True
6007,2022-03-18,,regular,13.0,False
7617,2022-03-23,,fast,8.0,False
3505,2022-01-15,2022-02-04,regular,20.0,True
1940,2022-01-20,2022-02-17,regular,28.0,True
5162,2022-01-01,2022-01-22,regular,21.0,True
2756,2022-01-12,2022-02-12,regular,31.0,True
1745,2022-02-10,2022-03-15,regular,33.0,True
9500,2022-03-23,,chunk,8.0,False
8780,2022-01-10,2022-02-01,fast,22.0,True
909,2022-01-06,,regular,84.0,False
8972,2022-03-12,,fast,19.0,False
1420,2022-03-19,,regular,12.0,False
1983,2022-03-21,,regular,10.0,False
7744,2022-03-04,2022-03-22,fast,18.0,True
1976,2022-01-23,2022-02-22,regular,30.0,True
8355,2022-01-14,,fast,76.0,False
8298,2022-03-10,2022-03-26,fast,16.0,True
9158,2022-03-27,,chunk,4.0,False
434,2022-03-17,,regular,14.0,False
5862,2022-02-03,,regular,56.0,False
7028,2022-02-28,,fast,31.0,False
6410,2022-01-25,2022-02-25,regular,31.0,True
6450,2022-02-15,2022-03-30,regular,43.0,True
4528,2022-02-25,,regular,34.0,False
2792,2022-03-25,,regular,6.0,False
6990,2022-02-03,2022-03-17,regular,42.0,True
1187,2022-02-12,2022-03-13,regular,29.0,True
5859,2022-01-12,2022-02-09,regular,28.0,True
3116,2022-02-15,2022-03-19,regular,32.0,True
555,2022-03-06,,regular,25.0,False
5676,2022-02-19,2022-03-14,regular,23.0,True
2023,2022-01-30,2022-03-08,regular,37.0,True
9751,2022-01-30,2022-03-24,chunk,53.0,True
6344,2022-03-16,,regular,15.0,False
4252,2022-03-12,2022-03-29,regular,17.0,True
9511,2022-01-10,,chunk,80.0,False
6001,2022-03-28,,regular,3.0,False
994,2022-01-31,2022-03-03,regular,31.0,True
9424,2022-01-20,2022-03-20,chunk,59.0,True
4503,2022-02-09,2022-03-15,regular,34.0,True
1503,2022-03-18,,regular,13.0,False
9,2022-03-18,,regular,13.0,False
5912,2022-01-25,2022-02-27,regular,33.0,True
6986,2022-02-11,2022-03-15,regular,32.0,True
8202,2022-03-02,2022-03-20,fast,18.0,True
9878,2022-01-19,2022-03-11,chunk,51.0,True
6708,2022-02-17,2022-03-07,regular,18.0,True
3240,2022-02-23,,regular,36.0,False
6006,2022-02-10,2022-03-09,regular,27.0,True
2304,2022-02-05,2022-02-26,regular,21.0,True
4363,2022-03-25,,regular,6.0,False
2238,2022-01-13,,regular,77.0,False
3986,2022-02-20,,regular,39.0,False
7703,2022-01-27,2022-03-15,fast,47.0,True
3967,2022-01-02,2022-02-10,regular,39.0,True
3931,2022-02-24,2022-03-17,regular,21.0,True
48,2022-01-14,2022-02-20,regular,37.0,True
9447,2022-03-03,,chunk,28.0,False
9103,2022-01-19,,chunk,71.0,False
4647,2022-01-10,2022-01-31,regular,21.0,True
6382,2022-03-23,,regular,8.0,False
5116,2022-01-30,,regular,60.0,False
9673,2022-03-11,,chunk,20.0,False
363,2022-01-16,,regular,74.0,False
8317,2022-02-03,2022-02-27,fast,24.0,True
4664,2022-01-23,2022-02-19,regular,27.0,True
2372,2022-02-08,2022-03-19,regular,39.0,True
7207,2022-03-25,,fast,6.0,False
4010,2022-02-10,2022-03-07,regular,25.0,True
8650,2022-02-23,2022-03-07,fast,12.0,True
4043,2022-02-07,2022-03-10,regular,31.0,True
2679,2022-02-06,2022-03-06,regular,28.0,True
760,2022-02-25,,regular,34.0,False
8467,2022-02-10,2022-03-04,fast,22.0,True
1397,2022-02-03,2022-03-02,regular,27.0,True
7925,2022-02-08,2022-03-01,fast,21.0,True
8057,2022-01-13,2022-01-19,fast,6.0,True
8833,2022-03-07,2022-03-17,fast,10.0,True
6146,2022-02-09,2022-03-07,regular,26.0,True
2249,2022-03-29,,regular,2.0,False
6432,2022-03-19,,regular,12.0,False
4430,2022-03-23,,regular,8.0,False
1806,2022-01-17,2022-02-17,regular,31.0,True
3905,2022-03-16,,regular,15.0,False
4068,2022-03-21,,regular,10.0,False
5968,2022-03-07,,regular,24.0,False
7665,2022-01-31,2022-02-26,fast,26.0,True
2343,2022-02-24,,regular,35.0,False
